File,Word,Sum_Dist,Syllables,Length,Correlation,M05,M14,F03,M07,M08,M01,M10,M11,F04,M04,F05,M12,M16,F02,M09
B1_C19,Right,2317.9521011663,1,5,-0.5720936251,674.2273345882,445.26536359290003,14014.557720083601,7109.3648257488,499.0904414935,4619.1514907351,2493.2586209035003,8499.3830500032,2547.3899804392,5217.8785198944,1055.2059343326,3672.4613412188,1808.9808604383,932.2526025052999,1622.207659745
B1_C2,Backspace,2289.2549454574,3,9,-0.500711311,1594.5123429157998,971.4810986086,7856.2526489753,6201.2550692312,817.0127240399,4941.4818938481,3850.0243876758,4057.2729113396003,6111.7736683925,21563.256497871,958.1607231236,1265.1201181044,1029.1742737163001,2645.0385176844,5665.9202836209
B1_C3,Delete,2378.6186102087,3,6,-0.5659162432,1665.6447411349,1058.8609496072,11862.1907869604,3732.7419688426003,1016.0054679836,3234.0673374545,2870.0924822152,8703.8038245458,1449.7361043742,5130.3349212025,2928.2589470995003,11262.199621463798,1120.6944461182002,1722.0006347854,1595.7993562873999
B1_C4,Enter,2323.3551533373998,1,5,-0.6439999914,1451.1089494676999,907.0007419560001,4581.8291701184,6316.39865762,912.6009360457001,3952.5640192346004,1932.6940355773002,3784.1580284136,5895.3017887041005,6176.5094218497,2047.3630283554,11871.6007476512,962.6509536157,1891.3996516825,1093.8624585019
B1_C5,Tab,2038.6387615269,1,3,-0.6286547929999999,1003.3558452597999,793.2051271807001,2428.3972032048,5383.6287032225,795.3509178310001,3021.4977901996003,3472.4803303887,3736.3188824332,2214.1406486576,10955.160393687,2628.2492113916,10573.2778801072,5087.4420775372,1853.299296965,1192.8589060966
B1_C6,Escape,2225.6598505305,2,6,-0.2984104225,2554.445718537,1275.2349843359,7292.237681456801,10766.166214094399,542.3316311169999,3898.329386001,3804.9239956596,6170.410793351601,2256.218146571,3814.0325973208,660.0869312034,6352.228727953399,737.5636382460001,1496.3883229310998,10796.9068278796
B1_C7,Alt,1538.4124934489998,1,3,-0.5025476368999999,2015.3698710657998,941.8985732278,11960.2207683574,9599.9906664469,980.5992276617999,2111.8176593079,1435.3152873663,3565.7451425611,2107.1268699839,1625.3072216389,1473.6160071313,1654.4443859614998,3769.2244190036,2321.5637964803,965.9437992042999
B1_C8,Control,1882.1140863804999,2,7,-0.5475491351,2065.5185077382002,1770.3148577489999,4444.4369579355,8451.7966423242,1637.1720908766001,3042.782415475,3245.7527768033,6968.8572743823,2236.6124605942,4867.9562482578,2179.6336989951,4809.2556442264,2302.9799659257997,3545.8413402306,2168.5611641320997
B1_C9,Shift,2078.3370756449,1,5,-0.4153782468,774.9516038683,769.7915990764,12810.8785893821,4458.3354366267995,731.7799777755,1682.4147470154999,3425.8342634426,3483.3740970842,1676.4458079105,1731.4184087621,712.0252169344001,10199.8057827096,1023.3589810128999,1945.2400524834,6137.7495497389
B1_CW1,the,2347.0509155107998,1,3,-0.7377673949,999.2892094242999,1049.1724655172,6254.126649260999,7171.315978722299,951.9662915716,3038.1669124673,2384.6304729865,1998.9514264586999,5321.0943296928,7921.0124148267005,1654.2466218845002,5280.4941540343,3950.6251498578004,1939.4477931522001,1031.0195463503
B1_CW10,it,2078.3370756449,1,2,-0.4297563292,2533.613505791,493.6773385285,5565.0515799343,4247.000894221,590.2098310557,3555.5421565843,1930.0201774370998,6700.1289096386,3436.4598764856,1038.8135239083,1166.187618038,5041.7074595638,542.6433607487,965.9154482666,1340.1411705873
B1_CW100,yes,1890.1854406379998,1,3,-0.5037515545,736.5787260433999,597.2252661309,7146.9509046772,5571.0661447673,611.4128544842,5443.3329184652,3541.5082823969,4352.0505073749,691.0510019179,1174.7944009483,636.8689379118,4587.2674989162,671.9701733315001,1324.3576790555999,1308.5789045313
B1_CW11,he,2347.0509155107998,1,2,-0.4600666271,1229.6953161668,1139.7172450889,11165.9231601572,3570.3562952528005,1094.9251214552,1394.3029787043,2608.4612911462,2678.9055992875,6216.8926381585,1730.5943217853,1428.4713976645,5442.1553604553,1143.2924650244,1586.2302983256,1108.7284831388001
B1_CW12,was,1352.0832074987,1,3,-0.5194606891,1844.3411915607,1681.3069199632998,18960.9705715502,5315.4395044732,1855.957651193,3124.3437067846003,2352.7499505323003,3742.391164185,1743.1674636263,2222.1175624811,2700.1321740312,10283.899962674,9601.8216692938,2056.0232806583,3587.4431251377
B1_CW13,for,1191.2652937108999,1,3,0.43987792049999996,3334.8169680734004,3405.9924334387,6995.3418748613,3801.6628586845,3310.6988605025,3450.9470580990996,3353.4295440137,6722.9311062723,4787.6210587545,4530.37952988,3338.2033173694,4164.1868103063,4078.7442970759002,3510.0019377377002,3419.2585916566
B1_CW14,on,1538.4124934489998,1,2,-0.6613354631,4244.5600926771995,2287.3160643787,4598.5470594533,5711.9227067368,1957.0503533629999,6060.5108212326,2838.8422328455,2723.6805564302,4051.6077647966,5402.6385556236,4166.7088817495005,9551.749591047601,2010.2574295934,2405.3430950718,1896.0608970324
B1_CW15,are,1538.4124934489998,2,3,-0.22160142859999998,4217.4602147647,2363.2621526324,8567.6775594927,5729.1872808479,1598.0695807578,2954.1776753075,2789.9860533253004,3236.1088044721,2046.099632101,2306.9075848951,3197.4445949373,1592.2053435310997,1657.5141246841001,2165.4613073489,1805.2270478928
B1_CW16,as,2038.6387615269,1,2,-0.6839283428,2293.2651212971,979.5517552646,8950.9994241229,5852.715721551999,1344.5117892771,3335.1392471794,3917.284276622,1112.4646277297,3018.3965381768,6305.8604383026,2929.8569707331,11045.461199946001,2288.3105964743,1647.3393545392998,961.7804703351
B1_CW17,with,2078.3370756449,1,4,-0.7107721492,1161.1568893124002,1605.9068623319001,9641.3089344372,6381.098261675,1182.5424002089999,8314.9651753611,1600.6488438095,3469.7168848796,2297.3844015956,2967.8365965744,1627.4150391476999,6195.8215846935,1216.9482534109,2666.6349424620003,2166.6106600365
B1_CW18,his,2078.3370756449,1,3,-0.4923982573,2240.1192378133,1446.6896683947,8299.4793377196,3909.6137764702003,1371.5108845027,1865.8089682326001,2640.5059788787,6109.9517683774,1893.6026215734,1476.7045287402,2464.2013245051003,6544.5311260848,1493.7757100617998,1679.8345395728,1505.2213898866
B1_CW19,they,2216.2059027329997,1,4,-0.6099303345,4479.7551585613,963.1026517921001,7998.86967155,3372.8367172958,885.9759507100999,8327.3791254879,3104.9413900307,10067.623270415601,1741.4674974032998,8989.8210732887,2266.1713706378,8307.2211424228,889.6411408992,1215.1904162048,2173.5454138125
B1_CW2,of,1352.0832074987,1,2,-0.8001775151,2042.0021724882001,1036.9839741223,9572.5291477458,7934.7028671239,1059.8973300234,10996.286146518401,2585.443313489,3928.3902250315996,4299.3387338588,9185.9108449338,2346.4725734542003,6593.1098430915,2444.7543650226003,1783.278093132,1690.9554966261999
B1_CW20,I,2317.9521011663,1,1,-0.4504443957,1792.1547661014001,1450.4753927914,4066.5258946878002,4467.3073150136,1489.8149838187,5054.8212958754,3173.2631087228997,1620.5836577423001,2067.9116073279997,1897.27088061,2697.237595509,2857.9499386928005,1536.2048605710997,2005.010885762,1599.7316015132
B1_CW21,at,2038.6387615269,1,2,-0.3439556682,646.8015780471,485.0829182014,2946.5194594879,7695.6619618223995,547.1813201634,1521.1851156928,3180.1486974695003,949.9149346186999,1995.2218654776998,474.0115881272,1878.1462616684,6781.482865370799,580.2145175718,824.0324768365,873.2015067896001
B1_CW22,be,2347.0509155107998,1,2,-0.080757509,1049.2155263916,949.3569622575999,1656.7324924089999,3671.5982374919,1357.264241871,6985.126931616999,2995.0090541571003,5269.124360743,5492.7334105998,1298.6923053484,1545.1714788395002,3285.1952754390995,1365.2229992351,1447.9230753151,4155.854849373301
B1_CW23,this,2078.3370756449,1,4,0.010933502,919.6378159909,3935.5237448774,2355.3188938523003,2807.1681180387,964.6544980819999,1611.8748322292001,3934.2444147189003,3825.984546976,1155.6914555507,1487.4904196319,2259.8764605034,4892.572992978499,1148.241026426,1570.0600463285,1028.7544198774
B1_CW24,have,2216.2059027329997,1,4,-0.1089760303,1276.4202386492,1100.4127258988,2508.8439834329,4533.7286797894,1197.2803849149,1982.8076389876999,3783.9162346328003,9694.0893368064,5637.528158147,1687.3178432999998,2244.5212832285,5603.2855437523995,1130.7904256365,1697.8452969508999,1348.7460429921
B1_CW25,from,1352.0832074987,1,4,-0.42861015490000004,1510.4884624052,1470.6173787031,2176.6694025777,3698.7735151782,1985.6336588835,5327.6640942075,4128.6112057256,4724.8613127817,5203.7018855737,7364.2049662910995,3893.3139186325,9977.0719875203,1577.2064730570999,2112.7540867088,1699.3012588568
B1_CW26,or,1191.2652937108999,1,2,-0.2273289381,3348.5136691835996,3341.9595549641,5391.9879703848,2753.7648980610998,2034.0741486185998,4308.8970928271,2193.9528506470997,4412.1282008810995,8137.291834931801,4398.3842119298,2957.9181695464003,2791.9343449517,13745.4881831178,2121.5062836416,2353.8342065404
B1_CW27,had,2038.6387615269,1,3,-0.5737622571000001,1009.5488584433,1020.5299686361999,3781.1779461981,5085.2461440787,921.5835493543,3946.7153878748,3432.6589108846997,3507.3361542734997,3047.0767994441,5000.22715334,2538.5536747842,7971.969519613101,1574.9483283304999,1324.1178689017,2404.3305067992
B1_CW28,by,2317.9521011663,1,2,-0.629221516,1642.388877655,1081.5126700819,9880.8976683864,3014.1638802558,1063.1445025202001,3124.8655120046,3372.9003637065002,2247.1225366302,3066.3988816371,13180.543320556299,1210.0990913442,6749.1780545389,14419.1346324803,1969.4092180463,1170.0863838628
B1_CW29,word,1458.1896310151,1,4,-0.4356204771,2198.0270827098,4297.0237904699,6219.5902778103,6708.9960393402,2273.9414304314,8062.966401035501,2669.7316917511,3676.5304258913,7638.338980006501,2641.8475259732,2928.541680394,3408.9173646187,3163.7669776159005,7958.139160993001,2486.6714756789
B1_CW3,and,1352.0832074987,1,3,-0.4915456164,2867.3709395482,918.1051768272,4663.9396068887,6263.275686333101,1003.5062053507,3502.9948064471,2814.3492470221004,3881.2912313398997,6290.2941410468,2010.9895961223,2559.4152843229,12602.8364954921,7099.9197704465005,1493.093636192,1109.4995739167998
B1_CW30,but,1352.0832074987,1,3,-0.5051658218,1297.3997185421001,743.5650475964,5521.677493910601,4528.5697310053,714.7392645836001,2231.6094963702,2650.8231927604,1704.9976846527,3311.8712760844,8202.0444947806,1322.6988189539,6928.3379578016,683.3463330505999,1226.6662751241001,6525.495907634
B1_CW31,not,1538.4124934489998,1,3,-0.29764615510000003,709.9775176291,705.9440977237,1048.8371309103,5109.3105453337,736.9559552544,1421.2573183857999,2958.704956361,2771.7964534721004,2130.9188843772,1204.04616726,2535.8337907852,10018.0468752412,774.0677632209,1249.9137578968,816.8279304356
B1_CW32,what,1352.0832074987,1,4,-0.4690242646,2867.0785552079997,1217.5811230239,1782.0790157524,4847.0676568557,1295.0545574425998,1696.4811156454,1552.4771946043,4109.1867824845,4226.5630532877,14232.7736550034,1870.2310942942001,7101.6981271838,1223.0508958866,1554.4779678785,5063.1984716727
B1_CW33,all,1352.0832074987,1,3,-0.6290724442,3515.3133035451,1543.8777057336,2577.6221219520003,4875.6631886490995,1608.4839902782999,8673.3688797348,1927.0339304704999,3253.3946889771,3751.2731118320003,9181.338792639599,2929.1039397465997,11155.000672478402,1558.0336318092002,1801.6085271344,2056.1944134525
B1_CW34,were,1458.1896310151,2,4,-0.6519745429,3353.7988803420003,2495.6849521342,4956.9203732471005,7305.0142088211,2308.8110886603,3367.2866346084998,2358.0672643178,4293.5145309265,3601.4347878697,16127.298391831398,3092.2696273491997,10003.3681655652,2762.1759757034997,5568.1015416957,3613.9942168419
B1_CW35,we,2347.0509155107998,1,2,-0.6223860934000001,1353.4729840915,1334.3549030321,3887.7856195341997,4616.8174613327,1383.4898391698998,8479.6075248857,2405.5314756523003,2730.9064625803,4066.5477188084,4920.3871617482,2958.5402517687,1889.705571623,2829.0821186348,4795.0060698259995,1815.7009462288001
B1_CW36,when,1890.1854406379998,1,4,-0.13235122900000001,1797.6651043672,1726.9790073254,1938.3455880432,4770.6629802861,1723.6642183666,5510.1621972701005,2096.6194553135,2346.9193522379,3022.7200597577003,3291.2373449609004,5572.9893788708,2051.7156339907,7851.7599840124,2145.9485995132,1719.7714125346
B1_CW37,your,1191.2652937108999,1,4,0.48192398560000005,3172.182320126,2805.1728392645,8127.712505680601,5620.0114178047,2734.1355225014004,5260.6599611546,2612.9764325879,5427.8158054245005,5189.046635576599,4426.7448352987,3468.6059639845002,17339.1051703673,6647.3701015986,3819.858293298,8061.492354714201
B1_CW38,can,2038.6387615269,1,3,-0.320592274,1881.0656346860999,1222.1364493154,1880.2010525852,4263.7199167329,1265.9558421792,3334.6023717155,3361.5003845619,3644.4671928045,4208.6642474811,4767.6350210026,6090.4286010126,9325.5280461532,1295.0709155567,1732.3642981777,1237.2523477423
B1_CW39,said,2216.2059027329997,1,4,-0.2806817392,1163.3896751032,1132.4144741057,2369.7917491906,4136.321650928599,1144.2332355526,3448.8840516319,3425.1643327251,5003.9798784839,2718.8482807145997,3291.4675790989,1815.5927205229998,4171.7717849238,1142.3246272354,1555.8204050760999,2996.8299023515
B1_CW4,a,1352.0832074987,1,1,-0.0697821247,1047.4804783915,881.6227313925,6529.6017599373,9469.4321873762,866.8150836321,1015.8057049363,2627.2041229704,8383.744478289,3582.5486349483003,917.2096131513,2523.7000720488,7234.3325698615,1088.0886823635,1263.0696090752,11113.8345692016
B1_CW40,there,1890.1854406379998,2,5,-0.23559134620000002,1303.6605560251,2829.9911040837,5227.8211245899,8642.6589154469,1360.0651969557,3652.3673485967997,2750.2279752852,4776.7878648831,5953.8153935422,2675.1218916860003,3457.1137462781,8451.7463241898,6126.0476970314,1752.7855600722,7592.541606702
B1_CW41,use,1066.2518464228,2,3,-0.5127260542000001,2529.284754168,2420.1656473173,4116.6860450898,3628.7332299527,2533.2722913405,3284.3941480252,2840.9462638887,3514.3694336889002,6968.0522308175,5446.2257852054,2626.8204581506,3967.9992398162,2707.1308649934,3815.6999755843,2932.8655930552004
B1_CW42,an,2038.6387615269,1,2,-0.5102694203,1558.4799118982,1262.2472406589,1723.0266748507001,4836.6354459874,1309.0296266895,3672.1766516148,2697.1396198295997,4251.382713550301,3361.1977731008,4456.914567971,1500.7073452267998,8621.5835183092,1338.9895055067,1616.3001513304,1610.9362719587
B1_CW43,each,2347.0509155107998,1,4,-0.2998966201,1868.6180681092,597.9974625328,2310.705651186,4907.8149437902,631.5489238001,2184.5620253154,2932.5411987956,3763.4162773776,1497.1723778529001,8706.7549877178,2109.619692094,1589.5198161559,650.6865353235,1280.3683689097,3762.3765069865003
B1_CW44,which,2078.3370756449,1,5,-0.17345930629999998,1473.02596565,1402.3499377878,2372.1735376259,5941.196051235301,1411.66601028,2985.0062684546997,2355.5731930162,6482.8671958174,3264.7403932265997,3860.8554227332,1351.2274758992,6513.9808255036,5684.0127411394,2623.7061692591,2949.5232063438
B1_CW45,she,2347.0509155107998,1,3,-0.46324467020000004,1209.5393621056,1143.7953441964999,3212.71508219,4401.4579382778,1099.3042943236999,2452.4447330302,3128.6297812264,4407.8292943264005,2962.5028911070003,6397.4993631451,4907.6198974065,5901.1679511987,2239.0608300178,2361.5643447407,1405.7330414332
B1_CW46,do,1250.7156932756,1,2,-0.46964960619999996,10785.6748033692,1849.4132194506,4727.5883679206,2418.9882002869,2085.6385383735,6011.1539533429,2234.6535550136,1774.62665471,1906.3565035453,15234.5448585581,2719.6317715666,3056.7486352467,2127.8468204511,2311.9621993932,3098.1272724766
B1_CW47,how,1904.3660424139002,1,3,-0.43163848549999995,1495.7763490912,1470.9021237420002,1738.5746923139002,3640.7345612227,1441.7993326675,1618.5112548829002,2080.0549390072,2296.0233843776,6340.0885263058,8825.693659147,1610.5408370545001,4155.270044071,1759.5222583293,1654.1981979937,1525.0527366497
B1_CW48,their,1890.1854406379998,1,5,-0.7358865501,1037.7886989889,1043.5012614834,4042.4196847317,7675.4657818262,1013.6348571507001,8182.290742755699,2808.0629599354997,1783.3397777341,4482.4653442048,7962.305828488199,2405.2277998372,8853.4007180565,2679.1043021918,1548.9253115751,1204.4433420353
B1_CW49,if,2078.3370756449,1,2,-0.4341118679,967.3299042957001,576.5780574757,1108.8139617093,5430.5966859728005,768.9917454017,8203.714314765999,2485.6203893688003,3989.1442040126003,2867.7750490354997,2948.1549989466,1443.9930441828,3432.599156632,8178.372071768199,1375.3550122882,741.4192623802
B1_CW5,to,1066.2518464228,1,2,-0.2397456587,3722.2330454326,2749.6831086040997,3602.7537450516998,2969.1028967524,3340.6735064437,3960.4065265019,2668.5403045314997,2789.8135905969,5392.3932791808,2785.0007863671003,2688.0110244544,3344.4263762978003,3102.6310369129997,3775.2030432944002,2625.4601891998
B1_CW50,will,2078.3370756449,1,4,-0.6481975197,2053.5492712191,1796.2498510807002,7669.342474527901,6383.2792154240005,2008.0951054587,16237.832964290401,2108.8093923132,2166.6756365189003,2897.8514751884004,14731.3382485573,2282.3273930092,2118.2168060585,2140.2094818392,1983.0384607045999,1883.4162152538001
B1_CW51,up,1352.0832074987,1,2,-0.2384628847,1302.4835402944,768.2123986683,1494.6495047792998,6879.263520966801,693.2235162091999,860.8337284833999,1689.5736597599,1022.1320575067999,1534.6406217274,1576.4519559554,755.5617084321001,957.6511537999999,711.7217370467,1145.593807514,793.183640411
B1_CW52,other,1584.982327291,2,5,-0.6055178076,1521.9811515416,1301.1705719661,11300.2804879503,5798.274066344799,1248.6817849851,6014.2768669636,2459.7985068155,4214.1100155354,2230.3671103954002,4711.1958334813,1476.3300592811,1769.9515705702,1330.2375866198,2201.8510546158,1415.2607995369
B1_CW53,about,1914.7954919749,2,5,-0.5835295578999999,1326.5082802147,1199.4575333957,7378.1811014675,7247.2352998533,747.8856886384,20175.4925606615,2422.4109905641,1939.0794269717999,1327.7714920949002,2787.2988093382,888.2253639516999,7735.8266700715,1012.621174651,1956.2148457744,2045.0085201841
B1_CW54,out,1904.3660424139002,1,3,-0.5167664473,5213.7848268742,915.3382922745,3998.5761464434004,9020.8771391517,839.7307165592,2122.0014965631,2035.1167841285999,2103.4621271906,1996.6516302833,1427.2128381812,1397.4790027661,10377.2767389338,1729.7655350771,1397.1520350955,991.2838078016999
B1_CW55,many,2464.7922627347,2,4,-0.3839010296,1409.3178293319,1369.651953458,1486.185276351,6654.845277140501,1295.1656805508999,3619.83970809,2340.6199490656,2577.2023740677,7138.64563251,11463.696907539399,2032.6933856982998,1921.8303195054998,1398.4210653987,1827.6254261767,1452.6949879518
B1_CW56,then,1890.1854406379998,1,4,-0.7481870895,1703.4613676657,1270.5090889576,6201.797916844101,4554.8246752441,1185.2935596686,4038.4697675168,3181.5124524743,1960.6787243771,5307.7645165291,9063.0978433907,1928.3241045915,7175.6520030484,1497.1174697248998,2711.6839567932,1248.751633952
B1_CW57,them,1890.1854406379998,1,4,-0.1957823979,1481.3453916422,1554.1145981852999,3016.5798987525,4595.6628286149,1466.8181177545998,2149.26221337,2681.8218144192,3652.8043456943,3429.8174740709,3259.7624716877003,3188.9898766958004,3708.3025322636,1871.3725087823998,2915.4361574356,3991.9070413502004
B1_CW58,these,2347.0509155107998,2,5,-0.3428129977,1329.2007884217,1327.4962802288,3267.7651645962,4638.4463580091,1284.1893911552002,2950.6114919924,3666.4163369384005,3556.6516956343,3437.8335241264003,3528.1173378690996,2309.1734888531,1799.8767890697,1349.975242309,3638.7731112319,1734.8590098694
B1_CW59,so,1250.7156932756,1,2,-0.36580244240000004,1449.1297504560998,1418.4409405126999,1656.8376436520002,4458.6547151193,1433.6539937848002,7051.8028216419,4593.1219376394,4214.6423805583,2598.5135119257,5661.526564151601,1435.5449539405,1827.4572484873001,2352.8690944124,2361.9892427985997,2291.8837397055
B1_CW6,in,2078.3370756449,1,2,-0.43247117329999996,3716.2154458727,1117.5904396685,1788.5284328771,4394.4951016075,1205.5252950089,5800.568675500799,3031.2423157739004,5373.4986313088,5428.2648310265995,4745.4879755741995,2742.6895463165,7186.560258985,9254.9415572319,1533.7501527578,1269.6128617608001
B1_CW60,some,1352.0832074987,1,4,-0.4105677774,1677.0170222003,1725.3089245607,1934.7085812576001,2489.2686416852,1648.6001059091,3063.8772011076003,2763.3082660006,3522.3809176327004,6317.2865488528005,10140.2549309105,1912.1607638261999,3024.3935533697,1709.052553673,2631.7471201738,1814.7779097501002
B1_CW61,her,1458.1896310151,1,3,-0.025632943199999998,2528.5018690907,1697.5237441013,1956.6009478059,2502.6777975873997,1731.3039515213,3159.0014180221997,1824.2871270295002,13363.975867031899,2667.7145907445997,1814.6480574193,2110.6449211051,2856.3359457054,2050.880083743,2329.584182761,1710.0249710654
B1_CW62,would,1216.0777113325998,1,5,-0.4088919169,1902.384377649,2371.9591614332003,9503.8113553072,5520.6384777672,2296.1110487936,3365.3258237284003,1961.1292435398002,4826.0345046662,4081.4956864726,2039.1257371673,1858.4732700492002,2369.4365914067002,2116.1886413375,7376.7488453251,3080.8215447613
B1_CW63,make,2216.2059027329997,1,4,-0.5394143495,524.8545768205,589.9658288881,1143.7607953375,5796.472977653199,544.4989098535,3437.3217978348,2595.0539196133,1251.5257618174,1143.719333303,4633.2194937151,2628.5657460886,4959.8331159715,4515.9695262296,952.2249772048,543.7166635494999
B1_CW64,like,2317.9521011663,1,4,-0.5322413979999999,770.7317198772,764.9708636880999,8166.8985829491,4362.9686163078,849.5241441300999,2130.7185748241,2236.8753875638,2447.5122259823997,1384.9185775805,2960.5102672783,2097.6673933422,2203.1883832852,2343.0931473909,1240.6147810475,1552.7337145842998
B1_CW65,him,2078.3370756449,1,3,-0.5831665492,1227.5076399512,1218.5826893244,1616.7179779189998,4353.26641684,1233.9725914207002,5192.1820240916995,2461.5753537122,5327.1224138938,2559.0870192752,9619.020896485501,1204.6934015088,3913.2527940727,2190.3028703339,1430.2253934995001,1449.533715041
B1_CW66,into,3418.3557440052,2,4,-0.3061434202,3063.2776569384005,1708.0559495168,1827.7570088762,4893.1241605983005,1760.4320704688,3771.3728516346,2740.7006436058,4553.2740449212,4280.3498390516,2375.3259694634,2521.9267431246,4959.9896164226,1606.8223683019,2864.7059782036,1573.1365700616
B1_CW67,time,2317.9521011663,1,4,-0.49564712780000003,1568.0379277432,1519.9566740781,2826.8965634487,3255.1700029882,1489.2246348601002,2791.4813126326003,2859.6257273347996,4137.1460026370005,2864.6317844051,5152.1486177088,2633.3085705969,6095.918002400601,1574.0647340723,2052.8029868224,1617.5017039734
B1_CW68,has,2038.6387615269,1,3,-0.5867988642,933.9036270372001,951.8016657339999,1752.0052843069,7927.243070334101,942.7371491565,2903.9763246176003,2962.5181506545,5292.5536145264,2423.4904159359,8725.3504845042,1791.8988172987,8866.8292141632,976.2170824112,1428.5519248166001,1336.9033916716
B1_CW69,look,1216.0777113325998,1,4,-0.7139544937000001,1043.7325497067,994.4348168821001,14669.1745540994,5197.3044165573,974.8825310405999,8500.9912998703,1860.1666554519,6933.272309909201,2827.997325222,4705.317576718499,1113.8055956999,3298.2537356711,6915.4883545044995,4887.7722396597,1115.4883878005999
B1_CW7,is,2078.3370756449,1,2,-0.4095267465,1783.5030486269,1473.920963545,9976.9599511875,8836.1159707059,1131.5313684019,3933.5933122246,3148.9000715013,10150.2674448888,2733.3634113051003,1630.1298997172,1810.745840341,5188.7407107368,2333.6902686016,1603.3547800520998,1779.8205929960998
B1_CW70,more,1191.2652937108999,1,4,-0.3130091996,2663.6397671004,1859.1575118351002,3363.0095059786,2905.8380132640996,1908.6839508265,6005.0079941375,3046.0945047886,4549.6681652618,5519.7516526265,5584.4960774563,4299.954275104699,2158.1723876692004,2701.3255079277,2259.5747634992003,1921.5306915845001
B1_CW71,write,2317.9521011663,2,5,-0.8602134728,1069.8705147504,934.8963704636,5782.7288587268,3928.0082277265,868.5847367553,5928.7916611698,2407.1023240854,2228.1907106552,4390.819276602199,8195.214224466701,1258.6151680369999,7185.9598060276,6760.6339558229,3367.2257771409004,1048.6142908136
B1_CW72,go,1250.7156932756,1,2,-0.6571414564,1765.8508844222001,1704.128957039,11198.818530491799,3588.3838214475,1642.8338634689999,13991.0447077922,2828.4814735229997,5313.5116008176,6279.1218269802,3267.7108272486,2370.7298716358,9367.8554923956,5232.6851678261,2875.6716005813,2721.7231109598
B1_CW73,see,2347.0509155107998,1,3,-0.1680089493,1127.8970679943,1166.0302584243,1782.55084242,3934.5616117544,1083.4419358605999,2131.6926834674,4140.0395384539,2948.4633274525,1621.6398980283,1874.4242157257002,1454.1855805728,3014.6731899871997,1398.6160302165,1569.3781983012,1575.3203995617002
